zcr_mean,zcr_std,rms_mean,rms_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,label,file_path,label_encoded
0.06468472816522564,0.04332499589520987,0.0067958999534341825,0.011155466582922397,1229.054642140532,812.6488162193126,1075.0132539941294,768.5583024228779,-656.3271337305948,145.77083314453998,25.17286229677775,26.16343555596404,-57.606925777994206,37.33758840692169,-3.6578468798470993,13.029607184979879,-13.893841210931875,10.689901814022024,-27.95529234006046,17.162674086560088,1.2188288789703932,5.5761258160349545,-10.912330936520036,7.247359695120165,-2.942024661316565,4.130202361746098,-4.2617029572780245,4.487745432822458,-11.553830782373963,6.978095132210428,1.2492387711203436,2.7959327320113916,-4.8459124823447945,4.72041137173891,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_0.wav,0
0.061247432328238205,0.039146618863868034,0.006787331002115489,0.011154863184899305,1206.6112253771971,812.8472550881038,1064.911030532976,803.5010251389289,-660.087925705478,140.6748534292322,28.04634084715493,28.797510567669754,-56.5952538534144,36.56719895302901,-7.181358704517005,14.05360430375438,-9.685432546615617,9.044867103252795,-29.290961230981136,17.963441544049175,-0.35974814022831086,5.7693503403417505,-7.003862491307055,5.291545777884764,-5.9169459906704684,5.268786890927952,-3.0687565899313083,4.2389304461786015,-9.999247450742105,5.937720933322481,-1.3673548763455599,2.9232122164316414,-2.122889092323665,3.945287523622982,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_0_aug_103.wav,0
0.06697318888473806,0.044342366300550114,0.004626567065832419,0.007446042579680168,1591.2220926576579,1081.8833730431797,1456.1525480016976,947.1977711265876,-662.8680924011802,122.8664633605706,15.731973504344824,28.9046161418705,-50.13799311687623,35.19446422978934,-7.819535857884661,13.147228165942593,-11.882969588565635,10.356933948706711,-27.197012560836946,16.534979740625335,-1.4090266019090731,5.6159060422637195,-8.122300161326029,5.768559464781198,-1.9848802112314088,4.701324041523832,-2.79014225709696,3.9913279270973487,-9.468060730888098,5.912110198807595,-0.4197254340695394,3.4781075330707574,-3.966602431942369,4.717299695287828,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_0_aug_185.wav,0
0.06623431004057705,0.0461275817950974,0.004304096692728455,0.007095263672465784,1563.114757046481,1076.271942637464,1397.5642078883761,921.7447848928325,-660.5770293402506,124.83241903958616,15.878257198380863,28.237067883042208,-52.16020029689158,34.775295524599414,-6.796884555812957,13.407863834153408,-11.720420834022566,10.302672334022557,-27.40127319936419,16.45681696725529,-1.1548633813555518,5.971850433276535,-9.089920666217925,6.131517148444536,-3.3757954508077224,4.4494708493442126,-3.7322935659151693,4.264563519714297,-10.000442191620362,6.732280791125433,0.61812601958378,2.7666164940151527,-2.966388870925455,4.4209294511210535,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_0_aug_89.wav,0
0.07586771119652032,0.023233463941593036,0.02452122228876877,0.030910857291883583,1209.5225938758429,285.0536999261244,998.8039164213104,390.5702630251439,-560.201302950506,85.14508301892215,41.06217728934945,29.12389948154868,-83.1567548410822,32.28493716765416,-8.004405518703475,17.82562192272684,-17.037029998391784,5.577820836826206,-34.41800078991676,9.583482365035902,2.455851309370023,5.158051476320203,-15.509140824326142,3.7543707502745196,-5.411324745259037,3.5593673981898943,-5.883175414163874,3.6924449693669157,-15.58248461474901,3.6831606092773876,-0.19418440016338448,3.7451366424809116,-7.848144731250126,4.001935260979431,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1.wav,0
0.3112459608831025,0.18764812305486026,0.026890926661667484,0.029262436675224497,4195.323915075926,1409.6487631352022,3102.433865192144,246.35980591401392,-364.8918037138264,41.618892264866915,-61.14068874935177,19.856433478174832,-20.860124706699818,12.19132490204978,-25.963274581236167,15.370783737955914,-10.729729229227582,7.608103295283454,-10.567852445115754,6.170430138648397,-5.739932249442705,4.425922895006613,-1.4412532511552067,3.026085007909572,-0.7442938200357161,2.5042961453183814,-4.212325584824474,3.1842091221057465,-3.570612560074172,3.4055083935736405,-1.818752047671627,2.4414147315402563,-1.0795797634166213,3.161906946698839,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1_aug_108.wav,0
0.055602968787705764,0.012081301160310831,0.024241993603154394,0.030672905660961834,866.4916710655209,126.93010463056865,875.5140085700189,467.024580276332,-623.6282394232518,81.56785740325276,69.29860885953154,31.142127621469058,-49.54299165579097,31.447201110936035,-57.09432613355172,20.04996555199734,-0.9913371962297367,5.6270413980903715,-15.811792059357568,9.477144620194244,-21.20242274844543,6.237899314743203,-4.005328196052871,5.171121522086961,-4.205920163950885,3.7369080799594356,-12.592538991166178,4.5303955699968155,-7.260786528306428,2.858183941712342,-5.752670685965249,3.819837512581015,-6.084446820376458,4.14591383954846,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1_aug_140.wav,0
0.3335059828959218,0.18732972624937322,0.029256156640088102,0.027852408746103088,4531.67655574204,1143.6405698346064,3214.137526405184,120.17681581051104,-331.4660535777279,32.23425812867776,-67.14803244110286,15.848578811222382,-18.7176648711118,8.726509621937726,-23.80148404982457,12.951266982498964,-10.987262078455421,7.081136037395968,-9.193977422426752,5.375279193032566,-4.03639288261361,3.785903607116099,-0.9966079898775645,2.5323389024140486,-0.45242538230522095,2.545584611550161,-2.9555954953431383,3.010189530567728,-2.70474727221114,3.504935392001098,-2.1082640361798983,2.302428704054805,-0.5141136022240121,3.0426065238224878,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1_aug_152.wav,0
0.07979970688812896,0.021601345626841597,0.017120651994823426,0.021473459559048527,1231.8449099678564,297.6976340700936,1065.232160200207,436.9924209664879,-565.4499455022726,77.18756263184125,34.75037046961518,27.880600413665668,-77.14131538298363,30.89876127979429,-11.365338395756023,17.688675200416473,-15.729097920088142,5.056291161822071,-33.164333762893776,8.734384129227449,1.07214696924969,5.013144096606554,-13.253364307724814,3.961367293110967,-5.927272755002728,3.5857263126125507,-6.203319859996143,3.688254263495839,-14.804703744447355,3.843051186733578,-0.8580966129583405,3.616035070802404,-6.8380859437818415,3.5409866706538966,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1_aug_248.wav,0
0.05383723462486978,0.012032320612043915,0.02408687981724326,0.030515289758321778,817.1223883195767,119.72628426996503,868.478357297724,505.1307490526595,-639.7673683399487,79.08140305459895,71.91565641593299,32.09764295135131,-35.67905740333885,29.86420269426814,-63.58338117996648,22.008693298746177,-9.25088550300213,5.6145931151596615,-8.933722495834417,7.89083465612011,-18.35083112645973,7.9425026825490725,-8.70231854519593,4.915254077037015,-3.9198584903442475,3.610042993683446,-10.619058720034166,5.244904994112059,-8.486756101463193,3.010874752742122,-5.505176546428807,3.4491491799168115,-5.801687183577204,4.197288703169912,belly_pain,dataset_preprocessed/stage2\belly_pain\549a46d8-9c84-430e-ade8-97eae2bef787-1430130772174-1.7-m-48-bp_segment_1_aug_265.wav,0
